0,188,-596,16600,1 
1,188,-268,16292,1 
2,232,-644,18108,1 
3,-100,-612,17316,1 
4,168,-512,16924,1 
5,0,-472,17412,1 
6,-420,-460,17484,1 
7,208,-596,16504,1 
8,344,-612,17124,1 
9,-240,-484,17868,1 
10,-132,-600,17464,1 
11,184,-444,16600,1 
12,372,-512,16888,1 
13,92,-500,17256,1 
14,184,-504,17604,1 
15,204,-572,17636,1 
16,180,-556,16648,1 
17,300,-584,17404,1 
18,8,-724,17648,1 
19,336,-536,17440,1 
20,-32,-276,17332,1 
21,136,-512,17328,1 
22,124,-264,17404,1 
23,0,-752,17160,1 
24,-60,-472,17400,1 
25,0,-740,17044,1 
26,52,-300,17036,1 
27,72,-396,17356,1 
28,-140,-556,17284,1 
29,64,-552,17304,1 
30,116,-480,17244,1 
31,184,-552,17296,1 
32,-108,-764,17592,1 
33,20,-544,17216,1 
34,208,-516,17432,1 
35,84,-324,17144,1 
36,-28,-540,17388,1 
37,-12,-512,17252,1 
38,76,-276,17280,1 
39,40,-516,17296,1 
40,-208,-508,17284,1 
41,-28,-556,17356,1 
42,-44,-624,17164,1 
43,176,-512,17168,1 
44,120,-764,17268,1 
45,24,-632,17280,1 
46,-24,-604,17220,1 
47,216,-528,17244,1 
48,56,-576,17220,1 
49,72,-556,17208,1 
50,-92,-592,17216,1 
51,-24,-532,17248,1 
52,64,-500,17200,1 
53,68,-748,17232,1 
54,-80,-748,17208,1 
55,-256,-520,17152,1 
56,136,-384,17304,1 
57,120,-516,17236,1 
58,248,-452,17184,1 
59,-192,-580,17308,1 
60,-8,-300,17356,1 
61,-20,-440,17324,1 
62,-32,-544,17216,1 
63,52,-736,17344,1 
64,36,-504,17332,1 
65,64,-540,17248,1 
66,-56,-560,17228,1 
67,88,-540,17208,1 
68,84,-572,17276,1 
69,100,-768,17236,1 
70,88,-576,17248,1 
71,208,-540,17120,1 
72,76,-604,17300,1 
73,-228,-592,17192,1 
74,-72,-760,17172,1 
75,32,-284,17188,1 
76,252,-544,17620,1 
77,-88,-616,17216,1 
78,4,-744,17352,1 
79,160,-568,17192,1 
80,24,-756,17156,1 
81,104,-548,17232,1 
82,124,-532,17248,1 
83,128,-520,17240,1 
84,108,-604,17344,1 
85,56,-460,17224,1 
86,100,-328,17352,1 
87,104,-552,17300,1 
88,232,-544,17260,1 
89,-8,-564,17220,1 
90,36,-516,17320,1 
91,164,-544,17164,1 
92,-84,-452,17240,1 
93,96,-508,17228,1 
94,-132,-560,17132,1 
95,-48,-540,17400,1 
96,-196,-588,17276,1 
97,96,-612,17396,1 
98,24,-512,17304,1 
99,124,-604,17256,1 
100,144,-348,17212,1 
101,-92,-564,17324,1 
102,188,-452,17392,1 
103,140,-768,17260,1 
104,180,-564,16944,1 
105,40,-556,17324,1 
106,-188,-268,17120,1 
107,120,-284,17232,1 
108,136,-568,17400,1 
109,124,-736,17268,1 
110,68,-460,17276,1 
111,52,-584,17164,1 
112,-232,-576,17232,1 
113,64,-484,17248,1 
114,148,-600,17348,1 
115,112,-292,17216,1 
116,-68,-584,17152,1 
117,36,-428,17288,1 
118,240,-548,17416,1 
119,76,-528,17384,1 
120,20,-700,17272,1 
121,88,-732,17228,1 
122,128,-540,17388,1 
123,124,-560,17244,1 
124,-8,-760,17236,1 
125,64,-460,17304,1 
126,104,-472,17208,1 
127,-228,-756,17392,1 
128,56,-520,17260,1 
129,188,-524,17316,1 
130,60,-756,17248,1 
131,64,-644,17156,1 
132,-84,-616,17248,1 
133,60,-576,17248,1 
134,-96,-600,17216,1 
135,-40,-540,17300,1 
136,28,-644,17244,1 
137,12,-684,17168,1 
138,268,-484,17308,1 
139,40,-580,17260,1 
140,8,-512,17232,1 
141,40,-588,17284,1 
142,-40,-448,17124,1 
143,-236,-580,17180,1 
144,68,-728,17296,1 
145,200,-468,17304,1 
146,104,-524,17160,1 
147,96,-536,17180,1 
148,224,-548,17312,1 
149,60,-436,17244,1 
150,12,-576,17220,1 
151,120,-520,17204,1 
152,156,-280,17276,1 
153,180,-416,17288,1 
154,120,-524,17204,1 
155,-136,-568,17176,1 
156,96,-552,17168,1 
157,100,-332,17252,1 
158,44,-556,17380,1 
159,92,-464,17188,1 
160,248,-588,17180,1 
161,-212,-532,17192,1 
162,-40,-580,17296,1 
163,-76,-524,17204,1 
164,8,-596,17260,1 
165,200,-392,17184,1 
166,112,-616,17244,1 
167,8,-560,17220,1 
168,140,-316,16924,1 
169,-12,-536,16896,1 
170,72,-560,17356,1 
171,12,-480,17176,1 
172,56,-580,16944,1 
173,176,-604,17048,1 
174,24,-764,17192,1 
175,-160,-604,17276,1 
176,88,-528,17216,1 
177,152,-332,17280,1 
178,64,-556,17212,1 
179,236,-708,17244,1 
180,104,-316,17292,1 
181,96,-644,17312,1 
182,220,-580,17252,1 
183,180,-628,17276,1 
184,60,-316,17300,1 
185,228,-760,17292,1 
186,68,-360,17296,1 
187,-232,-528,17184,1 
188,200,-592,17256,1 
189,96,-300,16932,1 
190,36,-612,17332,1 
191,140,-556,17376,1 
192,140,-288,17256,1 
193,68,-488,17248,1 
194,24,-508,17220,1 
195,40,-528,17284,1 
