0,-468,-144,18196,1 
1,-584,-288,17952,1 
2,-560,-280,17976,1 
3,-672,-212,17952,1 
4,-500,-180,18252,1 
5,-456,-232,17940,1 
6,-508,-316,18340,1 
7,-412,-172,18228,1 
8,-528,-276,18280,1 
9,-408,-232,18216,1 
10,-508,-24,18016,1 
11,-444,-272,18128,1 
12,-484,-184,18416,1 
13,-460,-248,18048,1 
14,-448,-240,18296,1 
15,-588,-316,17988,1 
16,-444,-236,18132,1 
17,-400,-228,18136,1 
18,-556,-160,18208,1 
19,-504,-196,18140,1 
20,-312,-216,18088,1 
21,-708,-284,18076,1 
22,-348,-280,18116,1 
23,-556,-172,18124,1 
24,-504,-492,18284,1 
25,-500,-296,18152,1 
26,-552,-184,18092,1 
27,-528,-280,18128,1 
28,-544,-244,18164,1 
29,-452,-156,18124,1 
30,-748,-300,18180,1 
31,-308,-292,18096,1 
32,-588,-200,18320,1 
33,-484,-464,18164,1 
34,-408,-252,18292,1 
35,-536,-248,18344,1 
36,-576,-192,18144,1 
37,-512,-384,18132,1 
38,-600,-308,18104,1 
39,-756,-220,18108,1 
40,-476,-236,18116,1 
41,-284,-472,18412,1 
42,-472,-276,18160,1 
43,-520,-232,18384,1 
44,-508,-272,18140,1 
45,-580,-176,18200,1 
46,-552,-132,18080,1 
47,-532,-328,18152,1 
48,-496,-336,18328,1 
49,-332,-268,18276,1 
50,-272,-308,18184,1 
51,-508,-4,18292,1 
52,-600,-44,18004,1 
53,-500,-324,17932,1 
54,-484,-96,18060,1 
55,-556,-272,18004,1 
56,-512,-316,18188,1 
57,-508,-244,18148,1 
58,-276,-316,18216,1 
59,-444,-244,18200,1 
60,-488,-480,18248,1 
61,-532,-224,17952,1 
62,-556,-16,18424,1 
63,-496,-208,18192,1 
64,-472,-212,18240,1 
65,-488,-136,18176,1 
66,-548,-276,18164,1 
67,-296,-140,18196,1 
68,-668,-248,18104,1 
69,-260,-508,18124,1 
70,-304,-368,18156,1 
71,-520,-212,17972,1 
72,-412,-148,18088,1 
73,-476,-252,18248,1 
74,-508,-296,18160,1 
75,-476,-264,18112,1 
76,-548,-148,18364,1 
77,-528,-180,18192,1 
78,-584,-52,18108,1 
79,-572,-256,18328,1 
80,-672,-500,18176,1 
81,-496,-8,18144,1 
82,-548,-280,18420,1 
